item_id,restaurant_id,category,item_name,price,is_vegan,is_gluten_free,popularity_score
134,36,Dessert,Kebab Plate,127.8,Yes,No,70
135,37,Main,Sea Bass,63.0,No,No,93
136,37,Side,Hummus Plate,84.6,Yes,No,85
137,37,Side,Greek Salad,106.2,Yes,No,77
138,37,Dessert,Kebab Plate,127.8,Yes,No,69
139,38,Main,Sea Bass,63.0,No,No,92
140,38,Side,Hummus Plate,84.6,Yes,No,84
141,38,Side,Greek Salad,106.2,Yes,No,76
142,38,Dessert,Kebab Plate,127.8,Yes,No,68
143,39,Main,Sea Bass,63.0,No,No,91
144,39,Side,Hummus Plate,84.6,Yes,No,83
145,39,Side,Greek Salad,106.2,Yes,No,75
146,39,Dessert,Kebab Plate,127.8,Yes,No,67
147,40,Main,Sea Bass,63.0,No,No,90
148,40,Side,Hummus Plate,84.6,Yes,No,82
149,40,Side,Greek Salad,106.2,Yes,No,74
150,40,Dessert,Kebab Plate,127.8,Yes,No,66
151,41,Main,Sea Bass,63.0,No,No,89
152,41,Side,Hummus Plate,84.6,Yes,No,81
153,41,Side,Greek Salad,106.2,Yes,No,73
154,41,Dessert,Kebab Plate,127.8,Yes,No,65
155,42,Main,Sea Bass,63.0,No,No,95
156,42,Side,Hummus Plate,84.6,Yes,No,87
157,42,Side,Greek Salad,106.2,Yes,No,79
158,42,Dessert,Kebab Plate,127.8,Yes,No,71
159,43,Main,Sea Bass,63.0,No,No,94
160,43,Side,Hummus Plate,84.6,Yes,No,86
161,43,Side,Greek Salad,106.2,Yes,No,78
162,43,Dessert,Kebab Plate,127.8,Yes,No,70
163,44,Main,Sea Bass,63.0,No,No,93
164,44,Side,Hummus Plate,84.6,Yes,No,85
165,44,Side,Greek Salad,106.2,Yes,No,77
166,44,Dessert,Kebab Plate,127.8,Yes,No,69
167,45,Main,Sea Bass,63.0,No,No,92
168,45,Side,Hummus Plate,84.6,Yes,No,84
169,45,Side,Greek Salad,106.2,Yes,No,76
170,45,Dessert,Kebab Plate,127.8,Yes,No,68
171,46,Main,Sea Bass,63.0,No,No,91
172,46,Side,Hummus Plate,84.6,Yes,No,83
173,46,Side,Greek Salad,106.2,Yes,No,75
174,46,Dessert,Kebab Plate,127.8,Yes,No,67
175,47,Main,Sea Bass,63.0,No,No,90
176,47,Side,Hummus Plate,84.6,Yes,No,82
177,47,Side,Greek Salad,106.2,Yes,No,74
178,47,Dessert,Kebab Plate,127.8,Yes,No,66
179,48,Main,Sea Bass,63.0,No,No,89
180,48,Side,Hummus Plate,84.6,Yes,No,81
181,48,Side,Greek Salad,106.2,Yes,No,73
182,48,Dessert,Kebab Plate,127.8,Yes,No,65
183,49,Main,Sea Bass,63.0,No,No,95
184,49,Side,Hummus Plate,84.6,Yes,No,87
185,49,Side,Greek Salad,106.2,Yes,No,79
186,49,Dessert,Kebab Plate,127.8,Yes,No,71
187,50,Main,Sea Bass,63.0,No,No,94
188,50,Side,Hummus Plate,84.6,Yes,No,86
189,50,Side,Greek Salad,106.2,Yes,No,78
190,50,Dessert,Kebab Plate,127.8,Yes,No,70
191,51,Main,Sea Bass,63.0,No,No,93
192,51,Side,Hummus Plate,84.6,Yes,No,85
193,51,Side,Greek Salad,106.2,Yes,No,77
194,51,Dessert,Kebab Plate,127.8,Yes,No,69
195,52,Main,Sea Bass,63.0,No,No,92
196,52,Side,Hummus Plate,84.6,Yes,No,84
197,52,Side,Greek Salad,106.2,Yes,No,76
198,52,Dessert,Kebab Plate,127.8,Yes,No,68
199,53,Main,Sea Bass,63.0,No,No,91
200,53,Side,Hummus Plate,84.6,Yes,No,83
201,53,Side,Greek Salad,106.2,Yes,No,75
202,53,Dessert,Kebab Plate,127.8,Yes,No,67
203,54,Main,Sea Bass,63.0,No,No,90
204,54,Side,Hummus Plate,84.6,Yes,No,82
205,54,Side,Greek Salad,106.2,Yes,No,74
206,54,Dessert,Kebab Plate,127.8,Yes,No,66
207,55,Main,Sea Bass,63.0,No,No,89
208,55,Side,Hummus Plate,84.6,Yes,No,81
209,55,Side,Greek Salad,106.2,Yes,No,73
210,55,Dessert,Kebab Plate,127.8,Yes,No,65
211,56,Main,Sea Bass,63.0,No,No,95
212,56,Side,Hummus Plate,84.6,Yes,No,87
213,56,Side,Greek Salad,106.2,Yes,No,79
214,56,Dessert,Kebab Plate,127.8,Yes,No,71
215,57,Main,Sea Bass,63.0,No,No,94
216,57,Side,Hummus Plate,84.6,Yes,No,86
217,57,Side,Greek Salad,106.2,Yes,No,78
218,57,Dessert,Kebab Plate,127.8,Yes,No,70
219,58,Main,Sea Bass,63.0,No,No,93
220,58,Side,Hummus Plate,84.6,Yes,No,85
221,58,Side,Greek Salad,106.2,Yes,No,77
222,58,Dessert,Kebab Plate,127.8,Yes,No,69
223,59,Main,Sea Bass,63.0,No,No,92
224,59,Side,Hummus Plate,84.6,Yes,No,84
225,59,Side,Greek Salad,106.2,Yes,No,76
226,59,Dessert,Kebab Plate,127.8,Yes,No,68
227,60,Main,Sea Bass,63.0,No,No,91
228,60,Side,Hummus Plate,84.6,Yes,No,83
229,60,Side,Greek Salad,106.2,Yes,No,75
230,60,Dessert,Kebab Plate,127.8,Yes,No,67
231,61,Main,Sea Bass,63.0,No,No,90
232,61,Side,Hummus Plate,84.6,Yes,No,82
233,61,Side,Greek Salad,106.2,Yes,No,74
234,61,Dessert,Kebab Plate,127.8,Yes,No,66
235,62,Main,Sea Bass,63.0,No,No,89
236,62,Side,Hummus Plate,84.6,Yes,No,81
237,62,Side,Greek Salad,106.2,Yes,No,73
238,62,Dessert,Kebab Plate,127.8,Yes,No,65
239,63,Main,Sea Bass,63.0,No,No,95
240,63,Side,Hummus Plate,84.6,Yes,No,87
241,63,Side,Greek Salad,106.2,Yes,No,79
242,63,Dessert,Kebab Plate,127.8,Yes,No,71
243,64,Main,Sea Bass,63.0,No,No,94
244,64,Side,Hummus Plate,84.6,Yes,No,86
245,64,Side,Greek Salad,106.2,Yes,No,78
246,64,Dessert,Kebab Plate,127.8,Yes,No,70
247,65,Main,Sea Bass,63.0,No,No,93
248,65,Side,Hummus Plate,84.6,Yes,No,85
249,65,Side,Greek Salad,106.2,Yes,No,77
250,65,Dessert,Kebab Plate,127.8,Yes,No,69
251,66,Main,Sea Bass,63.0,No,No,92
252,66,Side,Hummus Plate,84.6,Yes,No,84
253,66,Side,Greek Salad,106.2,Yes,No,76
254,66,Dessert,Kebab Plate,127.8,Yes,No,68
255,67,Main,Sea Bass,63.0,No,No,91
256,67,Side,Hummus Plate,84.6,Yes,No,83
257,67,Side,Greek Salad,106.2,Yes,No,75
258,67,Dessert,Kebab Plate,127.8,Yes,No,67
259,68,Main,Sea Bass,63.0,No,No,90
260,68,Side,Hummus Plate,84.6,Yes,No,82
261,68,Side,Greek Salad,106.2,Yes,No,74
262,68,Dessert,Kebab Plate,127.8,Yes,No,66
263,69,Main,Sea Bass,63.0,No,No,89
264,69,Side,Hummus Plate,84.6,Yes,No,81
265,69,Side,Greek Salad,106.2,Yes,No,73
266,69,Dessert,Kebab Plate,127.8,Yes,No,65
267,70,Main,Sea Bass,63.0,No,No,95
268,70,Side,Hummus Plate,84.6,Yes,No,87
269,70,Side,Greek Salad,106.2,Yes,No,79
270,70,Dessert,Kebab Plate,127.8,Yes,No,71
271,71,Main,Sea Bass,63.0,No,No,94
272,71,Side,Hummus Plate,84.6,Yes,No,86
273,71,Side,Greek Salad,106.2,Yes,No,78
274,71,Dessert,Kebab Plate,127.8,Yes,No,70
275,72,Main,Sea Bass,63.0,No,No,93
276,72,Side,Hummus Plate,84.6,Yes,No,85
277,72,Side,Greek Salad,106.2,Yes,No,77
278,72,Dessert,Kebab Plate,127.8,Yes,No,69
279,73,Main,Sea Bass,63.0,No,No,92
280,73,Side,Hummus Plate,84.6,Yes,No,84
281,73,Side,Greek Salad,106.2,Yes,No,76
282,73,Dessert,Kebab Plate,127.8,Yes,No,68
283,74,Main,Sea Bass,63.0,No,No,91
284,74,Side,Hummus Plate,84.6,Yes,No,83
285,74,Side,Greek Salad,106.2,Yes,No,75
286,74,Dessert,Kebab Plate,127.8,Yes,No,67
287,75,Main,Sea Bass,63.0,No,No,90
288,75,Side,Hummus Plate,84.6,Yes,No,82
289,75,Side,Greek Salad,106.2,Yes,No,74
290,75,Dessert,Kebab Plate,127.8,Yes,No,66
291,76,Main,Sea Bass,63.0,No,No,89
292,76,Side,Hummus Plate,84.6,Yes,No,81
293,76,Side,Greek Salad,106.2,Yes,No,73
294,76,Dessert,Kebab Plate,127.8,Yes,No,65
295,77,Main,Sea Bass,63.0,No,No,95
296,77,Side,Hummus Plate,84.6,Yes,No,87
297,77,Side,Greek Salad,106.2,Yes,No,79
298,77,Dessert,Kebab Plate,127.8,Yes,No,71
299,78,Main,Sea Bass,63.0,No,No,94
300,78,Side,Hummus Plate,84.6,Yes,No,86
301,78,Side,Greek Salad,106.2,Yes,No,78
302,78,Dessert,Kebab Plate,127.8,Yes,No,70
303,79,Main,Sea Bass,63.0,No,No,93
304,79,Side,Hummus Plate,84.6,Yes,No,85
305,79,Side,Greek Salad,106.2,Yes,No,77
306,79,Dessert,Kebab Plate,127.8,Yes,No,69
307,80,Main,Sea Bass,63.0,No,No,92
308,80,Side,Hummus Plate,84.6,Yes,No,84
309,80,Side,Greek Salad,106.2,Yes,No,76
310,80,Dessert,Kebab Plate,127.8,Yes,No,68
311,81,Main,Sea Bass,63.0,No,No,91
312,81,Side,Hummus Plate,84.6,Yes,No,83
313,81,Side,Greek Salad,106.2,Yes,No,75
314,81,Dessert,Kebab Plate,127.8,Yes,No,67
315,82,Main,Sea Bass,63.0,No,No,90
316,82,Side,Hummus Plate,84.6,Yes,No,82
317,82,Side,Greek Salad,106.2,Yes,No,74
318,82,Dessert,Kebab Plate,127.8,Yes,No,66
319,83,Main,Sea Bass,63.0,No,No,89
320,83,Side,Hummus Plate,84.6,Yes,No,81
321,83,Side,Greek Salad,106.2,Yes,No,73
322,83,Dessert,Kebab Plate,127.8,Yes,No,65
323,84,Main,Sea Bass,63.0,No,No,95
324,84,Side,Hummus Plate,84.6,Yes,No,87
325,84,Side,Greek Salad,106.2,Yes,No,79
326,84,Dessert,Kebab Plate,127.8,Yes,No,71
327,85,Main,Sea Bass,63.0,No,No,94
328,85,Side,Hummus Plate,84.6,Yes,No,86
329,85,Side,Greek Salad,106.2,Yes,No,78
330,85,Dessert,Kebab Plate,127.8,Yes,No,70
331,86,Main,Sea Bass,63.0,No,No,93
332,86,Side,Hummus Plate,84.6,Yes,No,85
333,86,Side,Greek Salad,106.2,Yes,No,77
334,86,Dessert,Kebab Plate,127.8,Yes,No,69
335,87,Main,Sea Bass,63.0,No,No,92
336,87,Side,Hummus Plate,84.6,Yes,No,84
337,87,Side,Greek Salad,106.2,Yes,No,76
338,87,Dessert,Kebab Plate,127.8,Yes,No,68
339,88,Main,Sea Bass,63.0,No,No,91
340,88,Side,Hummus Plate,84.6,Yes,No,83
341,88,Side,Greek Salad,106.2,Yes,No,75
342,88,Dessert,Kebab Plate,127.8,Yes,No,67
343,89,Main,Sea Bass,63.0,No,No,90
344,89,Side,Hummus Plate,84.6,Yes,No,82
345,89,Side,Greek Salad,106.2,Yes,No,74
346,89,Dessert,Kebab Plate,127.8,Yes,No,66
347,90,Main,Sea Bass,63.0,No,No,89
348,90,Side,Hummus Plate,84.6,Yes,No,81
349,90,Side,Greek Salad,106.2,Yes,No,73
350,90,Dessert,Kebab Plate,127.8,Yes,No,65
351,91,Main,Sea Bass,63.0,No,No,95
352,91,Side,Hummus Plate,84.6,Yes,No,87
353,91,Side,Greek Salad,106.2,Yes,No,79
354,91,Dessert,Kebab Plate,127.8,Yes,No,71
355,92,Main,Sea Bass,63.0,No,No,94
356,92,Side,Hummus Plate,84.6,Yes,No,86
357,92,Side,Greek Salad,106.2,Yes,No,78
358,92,Dessert,Kebab Plate,127.8,Yes,No,70
359,93,Main,Sea Bass,63.0,No,No,93
360,93,Side,Hummus Plate,84.6,Yes,No,85
361,93,Side,Greek Salad,106.2,Yes,No,77
362,93,Dessert,Kebab Plate,127.8,Yes,No,69
363,94,Main,Sea Bass,63.0,No,No,92
364,94,Side,Hummus Plate,84.6,Yes,No,84
365,94,Side,Greek Salad,106.2,Yes,No,76
366,94,Dessert,Kebab Plate,127.8,Yes,No,68
367,95,Main,Sea Bass,63.0,No,No,91
368,95,Side,Hummus Plate,84.6,Yes,No,83
369,95,Side,Greek Salad,106.2,Yes,No,75
370,95,Dessert,Kebab Plate,127.8,Yes,No,67
371,96,Main,Sea Bass,63.0,No,No,90
372,96,Side,Hummus Plate,84.6,Yes,No,82
373,96,Side,Greek Salad,106.2,Yes,No,74
374,96,Dessert,Kebab Plate,127.8,Yes,No,66
375,97,Main,Sea Bass,63.0,No,No,89
376,97,Side,Hummus Plate,84.6,Yes,No,81
377,97,Side,Greek Salad,106.2,Yes,No,73
378,97,Dessert,Kebab Plate,127.8,Yes,No,65
379,98,Main,Sea Bass,63.0,No,No,95
380,98,Side,Hummus Plate,84.6,Yes,No,87
381,98,Side,Greek Salad,106.2,Yes,No,79
382,98,Dessert,Kebab Plate,127.8,Yes,No,71
383,99,Main,Sea Bass,63.0,No,No,94
384,99,Side,Hummus Plate,84.6,Yes,No,86
385,99,Side,Greek Salad,106.2,Yes,No,78
386,99,Dessert,Kebab Plate,127.8,Yes,No,70
387,100,Main,Sea Bass,63.0,No,No,93
388,100,Side,Hummus Plate,84.6,Yes,No,85
389,100,Side,Greek Salad,106.2,Yes,No,77
390,100,Dessert,Kebab Plate,127.8,Yes,No,69
